1784006168.214893, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 98037582737875
1784006168.215098, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 98037582847750
1784006168.215373, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 98037583121541
1784006168.215395, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 98037583142541
1784006168.624124, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 98037991882041
1784006168.624197, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 98037991945625
1784006168.624569, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 162365463607880925459867121610942913946, 1784006168.624544, 1, 1, 98037992317166
1784006168.624644, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98037992388708
1784006168.669157, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98038036911583
1784006168.669211, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98038036958458
1784006169.086662, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 98038454413041
1784006169.086715, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 162365463607880925459867121610942913946, 1784006168.624544, 1, 1, 98038454457833
1784006169.086887, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 106532753770832714114412703481815178110, 1784006169.086867, 1, 2, 98038454626625
1784006169.086954, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98038454693833
1784006169.118999, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98038486746125
1784006169.119047, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98038486788166
1784006169.208589, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 98038576338916
1784006169.208645, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 106532753770832714114412703481815178110, 1784006169.086867, 1, 2, 98038576386458
1784006169.208808, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 320585815250608750217621939204801643292, 1784006169.208784, 1, 3, 98038576547416
1784006169.208892, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98038576630541
1784006169.245898, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98038613644500
1784006169.245946, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98038613685583
1784006169.335293, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 98038703040416
1784006169.335347, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 320585815250608750217621939204801643292, 1784006169.208784, 1, 3, 98038703086625
1784006169.335510, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 127859308642032728097409427589753230658, 1784006169.335485, 1, 4, 98038703247666
1784006169.335592, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98038703328833
1784006169.370665, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98038738409375
1784006169.370717, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98038738455458
1784006169.459942, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 98038827689125
