1784006677.423738, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 98546785811208
1784006677.423946, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 98546785920541
1784006677.424220, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 98546786196750
1784006677.424252, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 98546786225666
1784006677.832730, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 98547194713416
1784006677.832803, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 98547194776208
1784006677.833190, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 231476499537281635200963634317237523114, 1784006677.833164, 1, 1, 98547195164083
1784006677.833270, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98547195242958
1784006677.883343, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98547245324500
1784006677.883397, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98547245368000
1784006678.305600, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 98547667576416
1784006678.305652, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 231476499537281635200963634317237523114, 1784006677.833164, 1, 1, 98547667619708
1784006678.305813, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 109320294431705230987880054209099384181, 1784006678.305793, 1, 2, 98547667777875
1784006678.305880, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98547667845125
1784006678.343452, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98547705424625
1784006678.343506, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98547705471291
1784006678.432811, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 98547794785708
1784006678.432868, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 109320294431705230987880054209099384181, 1784006678.305793, 1, 2, 98547794834500
1784006678.433037, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 305982534912351744231713595465253888350, 1784006678.433014, 1, 3, 98547795001583
1784006678.433103, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98547795067000
1784006678.468070, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98547830040833
1784006678.468118, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98547830082125
