1784006824.304472, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 98693664867791
1784006824.304666, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 98693664974333
1784006824.304914, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 98693665222875
1784006824.304939, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 98693665246333
1784006824.763958, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 98694124274833
1784006824.764040, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 98694124345958
1784006824.765014, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 49963222429439900629423579196950464042, 1784006824.764837, 1, 1, 98694125320666
1784006824.765662, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98694125966583
1784006824.814189, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98694174500541
1784006824.814370, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98694174674375
1784006825.242907, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 98694603215500
1784006825.243101, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 49963222429439900629423579196950464042, 1784006824.764837, 1, 1, 98694603401291
1784006825.243735, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 138995466627054978338748995180166657479, 1784006825.243631, 1, 2, 98694604035041
1784006825.244175, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98694604473041
1784006825.278579, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98694638882583
1784006825.278745, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98694639044500
1784006825.368861, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 98694729167333
1784006825.369061, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 138995466627054978338748995180166657479, 1784006825.243631, 1, 2, 98694729358833
1784006825.369749, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 284152844515029413689699081135787877766, 1784006825.369605, 1, 3, 98694730049375
1784006825.370206, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98694730503625
1784006825.405277, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98694765580875
1784006825.405455, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98694765752791
1784006825.496327, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 98694856634291
1784006825.496549, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 284152844515029413689699081135787877766, 1784006825.369605, 1, 3, 98694856849625
1784006825.497141, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 178593576376145856990326857811515653624, 1784006825.497041, 1, 4, 98694857437500
1784006825.497577, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98694857872958
1784006825.533980, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98694894284708
1784006825.534157, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98694894453500
1784006825.624512, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 98694984816041
1784006825.624912, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 178593576376145856990326857811515653624, 1784006825.497041, 1, 4, 98694985207916
1784006825.625541, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 103400903967394662049032741397753093081, 1784006825.625432, 1, 5, 98694985838458
1784006825.626026, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98694986320708
1784006825.664556, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98695024855291
1784006825.664739, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98695025034291
1784006825.756152, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 98695116463000
1784006825.756374, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 103400903967394662049032741397753093081, 1784006825.625432, 1, 5, 98695116666958
1784006825.756977, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 8499290306280738943789500337538867209, 1784006825.756886, 1, 6, 98695117270250
1784006825.757427, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98695117719125
1784006825.789321, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98695149618500
1784006825.789494, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98695149786875
1784006825.879808, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 98695240108416
1784006825.879920, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 8499290306280738943789500337538867209, 1784006825.756886, 1, 6, 98695240211083
1784006825.880823, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 17793014392194494523163124743982543806, 1784006825.880686, 1, 7, 98695241116541
1784006825.881263, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98695241556083
1784006825.916965, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98695277262541
1784006825.917146, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98695277438416
1784006826.007086, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 98695367386125
1784006826.007299, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 17793014392194494523163124743982543806, 1784006825.880686, 1, 7, 98695367592333
1784006826.007924, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 72566579783984277636294095644447363062, 1784006826.007824, 1, 8, 98695368214875
1784006826.008407, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 98695368697083
1784006826.040802, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 98695401096750
1784006826.040974, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 98695401263833
