1784008355.234725, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 100224590033666
1784008355.234930, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 100224590145541
1784008355.235178, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 100224590392250
1784008355.235202, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 100224590414916
1784008355.695720, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 100225050943916
1784008355.695802, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 100225051016791
1784008355.696795, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 156822289416018400036302680280674731188, 1784008355.696616, 1, 1, 100225052009208
1784008355.697438, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100225052650291
1784008355.742266, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100225097483958
1784008355.742345, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100225097557208
1784008356.172477, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100225527692208
1784008356.172668, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 156822289416018400036302680280674731188, 1784008355.696616, 1, 1, 100225527877375
1784008356.173266, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 233399768477931594959174777169713185011, 1784008356.173190, 1, 2, 100225528475416
1784008356.173689, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100225528895833
1784008356.206150, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100225561362000
1784008356.206321, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100225561529083
1784008356.296646, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100225651862166
1784008356.296750, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 233399768477931594959174777169713185011, 1784008356.173190, 1, 2, 100225651957750
1784008356.297574, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 236560747142028828126744005986970347363, 1784008356.297434, 1, 3, 100225652781833
1784008356.298009, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100225653216708
1784008356.328155, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100225683366083
1784008356.328330, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100225683544125
1784008356.418304, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100225773520458
1784008356.418551, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 236560747142028828126744005986970347363, 1784008356.297434, 1, 3, 100225773760000
1784008356.419133, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 203560556511140328852941116955621742057, 1784008356.419039, 1, 4, 100225774338708
1784008356.419552, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100225774756625
1784008356.491356, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100225846568625
1784008356.491543, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100225846748041
1784008356.590261, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100225945474333
1784008356.590820, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 203560556511140328852941116955621742057, 1784008356.419039, 1, 4, 100225946025500
1784008356.591546, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 85389227679524783995731834054704698125, 1784008356.591407, 1, 5, 100225946752208
1784008356.592022, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100225947226666
1784008356.647079, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100226002288708
1784008356.647272, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100226002475875
1784008356.747495, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100226102707291
1784008356.747717, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 85389227679524783995731834054704698125, 1784008356.591407, 1, 5, 100226102921250
