1784004644.812405, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 96514228426125
1784004644.812612, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 96514228538250
1784004644.812875, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 96514228801125
1784004644.812897, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 96514228821708
1784004645.217908, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 96514633846333
1784004645.217976, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 96514633905041
1784004645.218381, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 70849558988971484956079791491186963807, 1784004645.218355, 1, 1, 96514634312166
1784004645.218476, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96514634402583
1784004645.260074, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96514676008291
1784004645.260123, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96514676049375
1784004645.676466, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96515092401250
1784004645.676522, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 70849558988971484956079791491186963807, 1784004645.218355, 1, 1, 96515092448875
1784004645.676683, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 4371369221895869039328183030840138146, 1784004645.676664, 1, 2, 96515092607333
1784004645.676746, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96515092670041
1784004645.709771, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96515125702166
1784004645.709820, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96515125745333
1784004645.799227, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96515215161875
1784004645.799283, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 4371369221895869039328183030840138146, 1784004645.676664, 1, 2, 96515215210291
1784004645.799462, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 53059781534132185015992564839901260462, 1784004645.799434, 1, 3, 96515215389875
1784004645.799553, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96515215478958
1784004645.832950, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96515248881250
1784004645.832997, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96515248922375
1784004645.922074, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96515338009625
1784004645.922134, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 53059781534132185015992564839901260462, 1784004645.799434, 1, 3, 96515338061250
1784004645.922321, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 88457476597425191382313352104038109538, 1784004645.922296, 1, 4, 96515338245583
1784004645.922388, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96515338311333
1784004645.955263, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96515371196791
1784004645.955320, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96515371246083
1784004646.044193, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96515460129833
1784004646.044254, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 88457476597425191382313352104038109538, 1784004645.922296, 1, 4, 96515460181875
1784004646.044470, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 278163192222368439741787465316942531181, 1784004646.044443, 1, 5, 96515460394875
1784004646.044558, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96515460482875
1784004646.082080, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96515498010666
1784004646.082131, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96515498055500
1784004646.171488, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96515587421333
1784004646.171543, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 278163192222368439741787465316942531181, 1784004646.044443, 1, 5, 96515587469250
1784004646.171739, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 266680517994126530934507625637868852198, 1784004646.171713, 1, 6, 96515587663125
1784004646.171816, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96515587740500
1784004646.207860, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96515623790583
1784004646.207912, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96515623836708
1784004646.296973, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96515712907041
1784004646.297043, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 266680517994126530934507625637868852198, 1784004646.171713, 1, 6, 96515712968666
1784004646.297242, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 323083104166710555242133745532866145953, 1784004646.297216, 1, 7, 96515713166833
1784004646.297320, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96515713243125
1784004646.327418, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96515743348166
1784004646.327466, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96515743389750
1784004646.416789, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96515832721166
1784004646.416844, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 323083104166710555242133745532866145953, 1784004646.297216, 1, 7, 96515832770000
1784004646.417042, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 114237551687644924009152241428754089243, 1784004646.417014, 1, 8, 96515832965333
1784004646.417117, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96515833040541
1784004646.454226, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96515870156666
1784004646.454277, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96515870200625
1784004646.543386, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96515959319916
1784004646.543444, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 114237551687644924009152241428754089243, 1784004646.417014, 1, 8, 96515959369416
1784004646.543636, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 293876387826326991856403366063040544832, 1784004646.543607, 1, 9, 96515959558208
1784004646.543713, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96515959636041
1784004646.585685, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96516001615083
1784004646.585736, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96516001659375
1784004646.675176, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96516091109125
1784004646.675232, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 293876387826326991856403366063040544832, 1784004646.543607, 1, 9, 96516091156583
1784004646.675432, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 253497909657251383300107527341092528289, 1784004646.675405, 1, 10, 96516091355541
1784004646.675509, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96516091431541
1784004646.710163, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96516126092708
1784004646.710217, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96516126148458
1784004646.799500, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96516215432291
1784004646.799556, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 253497909657251383300107527341092528289, 1784004646.675405, 1, 10, 96516215480916
1784004646.799752, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 272978369583387500253891197182951868990, 1784004646.799726, 1, 11, 96516215674083
1784004646.799826, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96516215748833
1784004646.837914, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96516253844458
1784004646.837968, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96516253892666
1784004646.926838, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96516342772333
1784004646.926899, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 272978369583387500253891197182951868990, 1784004646.799726, 1, 11, 96516342822000
1784004646.927083, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 257490572351117796544675836406600491015, 1784004646.927059, 1, 12, 96516343004208
1784004646.927165, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96516343087625
1784004646.963155, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96516379083625
1784004646.963204, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96516379126333
1784004647.052210, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96516468141166
1784004647.052266, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 257490572351117796544675836406600491015, 1784004646.927059, 1, 12, 96516468190083
1784004647.052460, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 330296156167533988411522648892639568390, 1784004647.052431, 1, 13, 96516468380958
1784004647.052541, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96516468462583
1784004647.099780, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96516515708166
1784004647.099829, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96516515750833
1784004647.198573, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96516614505791
1784004647.198644, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 330296156167533988411522648892639568390, 1784004647.052431, 1, 13, 96516614567166
1784004647.198819, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 272393942768092708967180539034723692311, 1784004647.198795, 1, 14, 96516614740250
1784004647.198905, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96516614824791
1784004647.237999, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96516653927125
1784004647.238047, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96516653968500
1784004647.327761, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96516743691583
1784004647.327815, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 272393942768092708967180539034723692311, 1784004647.198795, 1, 14, 96516743738458
1784004647.327997, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 206622004612871172247905273074059523076, 1784004647.327972, 1, 15, 96516743917500
1784004647.328070, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96516743991416
1784004647.363144, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96516779070916
1784004647.363191, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96516779111333
1784004647.452424, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96516868357083
1784004647.452489, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 206622004612871172247905273074059523076, 1784004647.327972, 1, 15, 96516868411583
1784004647.452673, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 47018368899323089191513364170422346935, 1784004647.452649, 1, 16, 96516868593750
