1784008208.542570, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 100077899216166
1784008208.542783, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 100077899335833
1784008208.543066, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 100077899618958
1784008208.543089, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 100077899640333
1784008208.936706, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 100078293269166
1784008208.936776, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 100078293329416
1784008208.937147, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 65226622953956718335499441414346159593, 1784008208.937121, 1, 1, 100078293698541
1784008208.937220, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100078293772750
1784008208.986209, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100078342765750
1784008208.986259, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100078342809541
1784008209.403960, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100078760517375
1784008209.404015, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 65226622953956718335499441414346159593, 1784008208.937121, 1, 1, 100078760562708
1784008209.404178, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 158922999415532088316729480847180559880, 1784008209.404158, 1, 2, 100078760723208
1784008209.404244, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100078760789958
1784008209.432349, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100078788901708
1784008209.432403, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100078788949125
1784008209.521575, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100078878131250
1784008209.521628, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 158922999415532088316729480847180559880, 1784008209.404158, 1, 2, 100078878175916
1784008209.521792, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 64906394661903971032070061050650700850, 1784008209.521769, 1, 3, 100078878337375
1784008209.521858, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100078878402291
1784008209.593760, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100078950311916
1784008209.593812, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100078950357041
1784008209.689918, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100079046470708
1784008209.689969, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 64906394661903971032070061050650700850, 1784008209.521769, 1, 3, 100079046513500
1784008209.690140, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 327037455461710600540046981918499407424, 1784008209.690116, 1, 4, 100079046683083
1784008209.690212, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100079046755458
1784008209.725345, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100079081894333
1784008209.725392, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100079081935541
1784008209.814538, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100079171091041
1784008209.814596, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 327037455461710600540046981918499407424, 1784008209.690116, 1, 4, 100079171141375
1784008209.814791, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 79198632685738311779356027113797531032, 1784008209.814764, 1, 5, 100079171334416
1784008209.814883, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100079171426375
1784008209.848264, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100079204812791
1784008209.848317, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100079204860041
1784008209.937703, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100079294255500
1784008209.937763, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 79198632685738311779356027113797531032, 1784008209.814764, 1, 5, 100079294307041
1784008209.937935, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 168616183077175270594925463147265533292, 1784008209.937911, 1, 6, 100079294476708
1784008209.938010, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100079294550958
1784008209.974328, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100079330877083
1784008209.974379, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100079330921250
1784008210.063502, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100079420053500
1784008210.063562, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 168616183077175270594925463147265533292, 1784008209.937911, 1, 6, 100079420104333
1784008210.063755, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 92580312464256332671457540998757626729, 1784008210.063729, 1, 7, 100079420295791
1784008210.063834, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100079420375166
1784008210.100719, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100079457266500
1784008210.100772, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100079457312750
1784008210.190114, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100079546662541
1784008210.190170, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 92580312464256332671457540998757626729, 1784008210.063729, 1, 7, 100079546711916
1784008210.190368, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 172079741019628048270328417975179895012, 1784008210.190344, 1, 8, 100079546907083
1784008210.190448, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100079546987333
1784008210.226309, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100079582854708
1784008210.226357, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100079582896166
1784008210.315685, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100079672232958
1784008210.315744, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 172079741019628048270328417975179895012, 1784008210.190344, 1, 8, 100079672283375
1784008210.315918, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 80912433440530695773438443999031917410, 1784008210.315891, 1, 9, 100079672455666
1784008210.315993, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100079672530833
1784008210.347797, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100079704340916
1784008210.347847, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100079704385666
1784008210.437365, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100079793912500
1784008210.437422, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 80912433440530695773438443999031917410, 1784008210.315891, 1, 9, 100079793961125
1784008210.437611, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 95953267154035370545333727242528313989, 1784008210.437584, 1, 10, 100079794148541
1784008210.437699, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100079794236083
1784008210.472932, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100079829474916
1784008210.472981, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100079829518250
1784008210.565779, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100079922327833
1784008210.565844, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 95953267154035370545333727242528313989, 1784008210.437584, 1, 10, 100079922382875
1784008210.566023, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 249419561982463833729594953851067307534, 1784008210.565998, 1, 11, 100079922558833
1784008210.566094, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100079922629791
1784008210.606601, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100079963144833
1784008210.606655, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100079963192166
1784008210.695954, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100080052500208
1784008210.696013, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 249419561982463833729594953851067307534, 1784008210.565998, 1, 11, 100080052549375
1784008210.696174, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 65533491005953921880265506868238407025, 1784008210.696150, 1, 12, 100080052707541
1784008210.696265, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100080052800166
1784008210.741472, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100080098015291
1784008210.741537, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100080098077041
1784008210.838942, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100080195486875
1784008210.839001, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 65533491005953921880265506868238407025, 1784008210.696150, 1, 12, 100080195536500
1784008210.839180, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 284716340404873102257773509750522625563, 1784008210.839151, 1, 13, 100080195712583
1784008210.839270, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100080195801625
1784008210.879300, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100080235840708
1784008210.879356, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100080235891875
1784008210.968014, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100080324557291
1784008210.968072, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 284716340404873102257773509750522625563, 1784008210.839151, 1, 13, 100080324606833
1784008210.968267, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 265990616043360696736560233142742632400, 1784008210.968242, 1, 14, 100080324799875
1784008210.968344, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100080324876583
1784008211.002083, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100080358620541
1784008211.002129, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100080358661875
1784008211.091470, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100080448010333
1784008211.091526, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 265990616043360696736560233142742632400, 1784008210.968242, 1, 14, 100080448059291
1784008211.091699, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269288376765906773892984166444090217382, 1784008211.091675, 1, 15, 100080448230083
1784008211.091787, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100080448317583
1784008211.129866, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100080486403750
1784008211.129916, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100080486446958
1784008211.219533, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100080576074291
1784008211.219591, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269288376765906773892984166444090217382, 1784008211.091675, 1, 15, 100080576122791
1784008211.219779, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 167484666530870798774665501694460944723, 1784008211.219755, 1, 16, 100080576309708
1784008211.219848, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100080576377291
1784008211.269822, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100080626357750
1784008211.269870, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100080626399875
1784008211.365298, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100080721836458
1784008211.365355, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 167484666530870798774665501694460944723, 1784008211.219755, 1, 16, 100080721885750
1784008211.365530, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 229794399264853189317824551254080486287, 1784008211.365505, 1, 17, 100080722057291
1784008211.365613, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100080722140041
1784008211.399657, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100080756190541
1784008211.399705, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100080756233958
1784008211.488997, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100080845534375
1784008211.489058, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 229794399264853189317824551254080486287, 1784008211.365505, 1, 17, 100080845587666
1784008211.489257, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 264559906999363224262219920597102980830, 1784008211.489230, 1, 18, 100080845785041
1784008211.489332, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100080845860083
1784008211.526405, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100080882939208
1784008211.526454, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100080882981583
1784008211.615793, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100080972329000
1784008211.615850, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 264559906999363224262219920597102980830, 1784008211.489230, 1, 18, 100080972377875
1784008211.616029, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 269937245158729046103604326237297027106, 1784008211.616003, 1, 19, 100080972554916
1784008211.616104, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100080972631125
1784008211.707190, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100081063724166
1784008211.707247, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100081063772333
1784008211.805084, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100081161618625
1784008211.805139, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 269937245158729046103604326237297027106, 1784008211.616003, 1, 19, 100081161665291
1784008211.805295, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 137045839409735985492527977037005984108, 1784008211.805272, 1, 20, 100081161819000
1784008211.805371, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 100081161893416
1784008211.841618, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 100081198148875
1784008211.841671, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 100081198195708
1784008211.930867, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 100081287400375
1784008211.930920, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 137045839409735985492527977037005984108, 1784008211.805272, 1, 20, 100081287444333
