1782436582.496017, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 4555648334207589
1782436582.496241, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 4555648334305109
1782436582.497339, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 4555648335401238
1782436582.497359, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 4555648335419942
1782436582.900150, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 4555648738234771
1782436582.900244, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 4555648738310419
1782436582.901515, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 288520294516039206187778761845983248846, 1782436582.901433, 1, 1, 4555648739602068
1782436582.901839, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555648739909124
1782436582.945111, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555648783196885
1782436582.945227, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555648783310565
1782436583.379107, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555649217193640
1782436583.379578, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 288520294516039206187778761845983248846, 1782436582.901433, 1, 1, 4555649217695465
1782436583.380258, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 217252007700864636893739330702133701113, 1782436583.380192, 1, 2, 4555649218335513
1782436583.380523, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555649218591609
1782436583.406267, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555649244352045
1782436583.406453, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555649244543997
1782436583.445312, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555649283382874
1782436583.445783, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 217252007700864636893739330702133701113, 1782436583.380192, 1, 2, 4555649283897546
1782436583.446481, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 152368343537991909502134006926965949255, 1782436583.446357, 1, 3, 4555649284556555
1782436583.446730, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555649284798443
1782436583.482975, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555649321058422
1782436583.483072, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555649321140630
1782436583.522557, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555649360638820
1782436583.522941, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 152368343537991909502134006926965949255, 1782436583.446357, 1, 3, 4555649361044180
1782436583.524595, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 95679365401789571537898469125437488997, 1782436583.523923, 1, 4, 4555649362695573
1782436583.525163, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555649363266342
1782436583.567242, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555649405323205
1782436583.567336, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555649405406437
1782436583.605771, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555649443856754
1782436583.606373, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 95679365401789571537898469125437488997, 1782436583.523923, 1, 4, 4555649444470482
1782436583.606873, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 299359739926716311296920626471060786140, 1782436583.606804, 1, 5, 4555649444949234
1782436583.607992, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555649446084371
1782436583.650860, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555649488948307
1782436583.650971, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555649489039843
1782436583.688710, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555649526782288
1782436583.689427, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 299359739926716311296920626471060786140, 1782436583.606804, 1, 5, 4555649527542128
1782436583.689960, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 55923136289623583229899439508375636485, 1782436583.689879, 1, 6, 4555649528036545
1782436583.690267, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555649528348273
1782436583.735041, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555649573121922
1782436583.735133, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555649573203442
1782436583.774335, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555649612419119
1782436583.775050, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 55923136289623583229899439508375636485, 1782436583.689879, 1, 6, 4555649613166880
1782436583.775867, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 154874034549374372111667458045794069344, 1782436583.775748, 1, 7, 4555649613944305
1782436583.776195, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555649614275601
1782436583.824920, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555649663022981
1782436583.825042, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555649663111109
1782436583.863232, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555649701315682
1782436583.863360, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 154874034549374372111667458045794069344, 1782436583.775748, 1, 7, 4555649701455586
1782436583.864168, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 63407027702912887595519057289906261730, 1782436583.864029, 1, 8, 4555649702249171
1782436583.864515, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555649702604547
1782436583.922444, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555649760533246
1782436583.922560, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555649760629998
1782436583.961034, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555649799118251
1782436583.961174, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 63407027702912887595519057289906261730, 1782436583.864029, 1, 8, 4555649799269547
1782436583.961742, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 90797778343664332565628125194500510762, 1782436583.961680, 1, 9, 4555649799818299
1782436583.962080, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555649800174364
1782436583.987754, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555649825830959
1782436583.987839, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555649825911663
1782436584.027008, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555649865089132
1782436584.027400, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 90797778343664332565628125194500510762, 1782436583.961680, 1, 9, 4555649865523532
1782436584.028218, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 84736351879969771810584804467042726167, 1782436584.028146, 1, 10, 4555649866294845
1782436584.028507, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555649866580589
1782436584.064950, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555649903027208
1782436584.065034, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555649903104008
1782436584.104098, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555649942199541
1782436584.104797, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 84736351879969771810584804467042726167, 1782436584.028146, 1, 10, 4555649942920358
1782436584.105541, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 41458847676631000528282024643824190525, 1782436584.105479, 1, 11, 4555649943616966
1782436584.105839, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555649943919782
1782436584.137660, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555649975731038
1782436584.137756, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555649975826398
1782436584.176864, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555650014943403
1782436584.177063, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 41458847676631000528282024643824190525, 1782436584.105479, 1, 11, 4555650015155932
1782436584.177549, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 27833402030729236772091190549574573107, 1782436584.177483, 1, 12, 4555650015625468
