1782437154.350107, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 4556220188297320
1782437154.350327, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 4556220188388968
1782437154.351407, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 4556220189468968
1782437154.351427, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 4556220189487176
1782437154.763214, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 4556220601297230
1782437154.763300, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 4556220601367134
1782437154.764572, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 53307836300373290971502368816935396713, 1782437154.764458, 1, 1, 4556220602662639
1782437154.764992, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4556220603060591
1782437154.816427, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4556220654511819
1782437154.816528, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4556220654601467
1782437155.229894, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4556221067981794
1782437155.230605, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 53307836300373290971502368816935396713, 1782437154.764458, 1, 1, 4556221068725442
1782437155.231110, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 62245675987365487606283086391853565984, 1782437155.231045, 1, 2, 4556221069188818
1782437155.231413, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4556221069482674
1782437155.261612, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4556221099695818
1782437155.261818, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4556221099907914
1782437155.299952, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4556221138029027
1782437155.300107, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 62245675987365487606283086391853565984, 1782437155.231045, 1, 2, 4556221138200355
1782437155.300961, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 293479303157196235371577015110411313140, 1782437155.300550, 1, 3, 4556221139038596
1782437155.301391, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4556221139460772
1782437155.348300, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4556221186386559
1782437155.348505, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4556221186601247
1782437155.386727, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4556221224830121
1782437155.387164, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 293479303157196235371577015110411313140, 1782437155.300550, 1, 3, 4556221225260329
1782437155.387737, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 175524944226387598872123983455590823029, 1782437155.387666, 1, 4, 4556221225814265
1782437155.388056, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4556221226129545
1782437155.417818, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4556221255902561
1782437155.418015, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4556221256106545
1782437155.458046, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4556221296130571
1782437155.458757, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 175524944226387598872123983455590823029, 1782437155.387666, 1, 4, 4556221296878443
1782437155.459855, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 245579567780262494139032283524259267163, 1782437155.459465, 1, 5, 4556221297950347
1782437155.460274, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4556221298344779
1782437155.484309, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4556221322387905
1782437155.484488, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4556221322576865
1782437155.531024, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4556221369109276
1782437155.531122, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 245579567780262494139032283524259267163, 1782437155.459465, 1, 5, 4556221369197885
1782437155.531986, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 248047540620185760683592982270731253944, 1782437155.531791, 1, 6, 4556221370077853
1782437155.532896, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4556221371032541
