1784004791.739184, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 96661154180833
1784004791.739399, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 96661154293958
1784004791.739635, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 96661154529416
1784004791.739663, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 96661154556125
1784004792.202143, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 96661617051375
1784004792.202228, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 96661617124291
1784004792.203215, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 14521465431611826926612448661269158980, 1784004792.203033, 1, 1, 96661618113458
1784004792.203862, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96661618756791
1784004792.247819, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96661662720375
1784004792.247897, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96661662792291
1784004792.676853, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96662091754916
1784004792.677071, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 14521465431611826926612448661269158980, 1784004792.203033, 1, 1, 96662091967291
1784004792.677762, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 6509332543914136966584741965253658509, 1784004792.677666, 1, 2, 96662092656708
1784004792.678248, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96662093142416
1784004792.711744, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96662126645625
1784004792.711932, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96662126827125
1784004792.801994, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96662216898416
1784004792.802190, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 6509332543914136966584741965253658509, 1784004792.677666, 1, 2, 96662217084958
1784004792.802977, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 168487624842320363545462133277171818908, 1784004792.802871, 1, 3, 96662217870041
1784004792.803483, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96662218377041
1784004792.836430, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96662251330208
1784004792.836619, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96662251513250
1784004792.927058, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96662341958958
1784004792.927273, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 168487624842320363545462133277171818908, 1784004792.802871, 1, 3, 96662342167750
1784004792.927977, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 217512356327547634836634196774421932242, 1784004792.927834, 1, 4, 96662342871375
1784004792.928376, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 96662343269791
1784004792.956759, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 96662371658375
1784004792.956835, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 96662371728291
1784004793.047154, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 96662462055750
