1784007845.028323, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 99714388287333
1784007845.028523, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 99714388391500
1784007845.028781, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 99714388648875
1784007845.028816, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 99714388685791
1784007845.481295, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 99714841174083
1784007845.481367, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 99714841234333
1784007845.482320, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 98277919847339032705486698139445303597, 1784007845.482134, 1, 1, 99714842186916
1784007845.482976, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99714842840875
1784007845.529361, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99714889234041
1784007845.529445, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99714889309916
1784007845.960149, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99715320018208
1784007845.960339, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 98277919847339032705486698139445303597, 1784007845.482134, 1, 1, 99715320201416
1784007845.960971, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 61822633526207037126146816934860512203, 1784007845.960894, 1, 2, 99715320832291
1784007845.961397, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99715321258458
1784007846.005064, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99715364929291
1784007846.005233, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99715365094333
1784007846.095284, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99715455153375
1784007846.095482, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 61822633526207037126146816934860512203, 1784007845.960894, 1, 2, 99715455343541
1784007846.096274, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 246556735822480268595419069674809155464, 1784007846.096172, 1, 3, 99715456139166
1784007846.096758, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99715456617750
1784007846.132478, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99715492341625
1784007846.132554, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99715492413583
1784007846.223020, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99715582888500
1784007846.223248, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 246556735822480268595419069674809155464, 1784007846.096172, 1, 3, 99715583107375
1784007846.223899, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 257030516347260915974816618790074718591, 1784007846.223801, 1, 4, 99715583758791
1784007846.224333, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99715584190666
1784007846.255080, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99715614943833
1784007846.255249, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99715615107625
1784007846.345731, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99715705596625
1784007846.346209, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 257030516347260915974816618790074718591, 1784007846.223801, 1, 4, 99715706067208
1784007846.346885, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 105992068630862374923094810773647243236, 1784007846.346749, 1, 5, 99715706744541
1784007846.347347, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99715707206250
1784007846.389126, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99715748988458
1784007846.389242, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99715749099500
1784007846.489527, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99715849393291
1784007846.489729, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 105992068630862374923094810773647243236, 1784007846.346749, 1, 5, 99715849586375
1784007846.490514, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 259013328866351278882053560265676375250, 1784007846.490415, 1, 6, 99715850369750
1784007846.491009, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99715850865875
1784007846.524691, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99715884551041
1784007846.524940, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99715884796250
1784007846.615014, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 259013328866351278882053560265676375250, 1784007846.490415, 1, 6, 99715974878875
1784007846.615083, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99715974940083
1784007846.616109, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 23792821493813221027254538436768776884, 1784007846.616002, 1, 7, 99715975964000
1784007846.616597, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99715976451958
1784007846.665957, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99716025818208
1784007846.666593, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99716026449291
1784007846.765229, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99716125091041
1784007846.765468, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 23792821493813221027254538436768776884, 1784007846.616002, 1, 7, 99716125322500
1784007846.766213, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 260475628864103593224695012063456720029, 1784007846.766065, 1, 8, 99716126069833
1784007846.766699, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99716126553083
1784007846.800465, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99716160323541
1784007846.800655, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99716160509166
1784007846.891151, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99716251012708
1784007846.891418, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 260475628864103593224695012063456720029, 1784007846.766065, 1, 8, 99716251272416
1784007846.892764, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 309243491555329242149644257913033262859, 1784007846.892559, 1, 9, 99716252620541
1784007846.893535, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99716253388583
1784007846.966532, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99716326390833
1784007846.966716, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99716326567875
1784007847.064743, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99716424601833
1784007847.064955, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 309243491555329242149644257913033262859, 1784007846.892559, 1, 9, 99716424805875
1784007847.065562, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 193949661542949438233257093697126549886, 1784007847.065452, 1, 10, 99716425414000
1784007847.065986, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99716425836541
1784007847.098327, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99716458181958
1784007847.098496, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99716458347000
1784007847.189561, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99716549418208
1784007847.190073, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 193949661542949438233257093697126549886, 1784007847.065452, 1, 10, 99716549928041
1784007847.191953, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 184120938122217882165757005985896835861, 1784007847.191533, 1, 11, 99716551803875
1784007847.193262, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99716553112375
1784007847.225981, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99716585834958
1784007847.226059, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99716585908750
1784007847.316127, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99716675985791
1784007847.316355, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 184120938122217882165757005985896835861, 1784007847.191533, 1, 11, 99716676204208
1784007847.316967, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 61911532691123418624391403048442879969, 1784007847.316862, 1, 12, 99716676818041
1784007847.317475, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99716677324375
1784007847.352727, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99716712582416
1784007847.352932, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99716712781625
1784007847.442957, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99716802812750
1784007847.443431, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 61911532691123418624391403048442879969, 1784007847.316862, 1, 12, 99716803280666
1784007847.444714, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 241183577660063814879549481386813361682, 1784007847.444538, 1, 13, 99716804563416
1784007847.445464, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99716805313500
1784007847.482976, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99716842832041
1784007847.483069, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99716842916708
1784007847.574057, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99716933912291
1784007847.574285, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 241183577660063814879549481386813361682, 1784007847.444538, 1, 13, 99716934131500
1784007847.574901, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 216872875747549075321970343784578710582, 1784007847.574795, 1, 14, 99716934750458
1784007847.575382, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99716935228500
1784007847.609951, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99716969804291
1784007847.610039, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99716969885458
1784007847.700855, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99717060707666
1784007847.701262, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 216872875747549075321970343784578710582, 1784007847.574795, 1, 14, 99717061112375
1784007847.702126, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 8041918049197274565859300700182832630, 1784007847.701981, 1, 15, 99717061972583
1784007847.703823, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99717063669833
1784007847.750095, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99717109951875
1784007847.750288, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99717110133125
