1782436868.610219, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 4555934448415039
1782436868.610444, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 4555934448506287
1782436868.611383, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 4555934449445408
1782436868.611402, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 4555934449462352
1782436869.030372, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 4555934868457684
1782436869.030465, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 4555934868531956
1782436869.031788, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 331093989180337709923937309361551108851, 1782436869.031643, 1, 1, 4555934869874276
1782436869.032085, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555934870167764
1782436869.084568, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555934922653675
1782436869.084675, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555934922750315
1782436869.531973, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555935370058091
1782436869.532518, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 331093989180337709923937309361551108851, 1782436869.031643, 1, 1, 4555935370643035
1782436869.533255, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 53369462637864008539650036986042759866, 1782436869.533116, 1, 2, 4555935371331803
1782436869.533559, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555935371641003
1782436869.571130, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555935409208732
1782436869.571376, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555935409448748
1782436869.610968, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555935449049389
1782436869.611691, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 53369462637864008539650036986042759866, 1782436869.533116, 1, 2, 4555935449812605
1782436869.612477, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 323944052962368356008146619025934313683, 1782436869.612326, 1, 3, 4555935450553405
1782436869.612864, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555935450943581
1782436869.640884, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555935478957657
1782436869.641032, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555935479110137
1782436869.680195, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555935518281274
1782436869.680784, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 323944052962368356008146619025934313683, 1782436869.612326, 1, 3, 4555935518883146
1782436869.681407, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 281351750467845836341766895683685836387, 1782436869.681282, 1, 4, 4555935519482715
1782436869.681845, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555935519945163
1782436869.710552, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555935548624375
1782436869.710707, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555935548787463
1782436869.750544, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555935588631609
1782436869.751153, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 281351750467845836341766895683685836387, 1782436869.681282, 1, 4, 4555935589253353
1782436869.751823, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 8297643336285609672779990879899376697, 1782436869.751657, 1, 5, 4555935589901833
1782436869.752208, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555935590286457
1782436869.778850, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555935616926677
1782436869.779016, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555935617105845
1782436869.818869, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555935656955542
1782436869.819447, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 8297643336285609672779990879899376697, 1782436869.751657, 1, 5, 4555935657544454
1782436869.820024, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 311198979374437556970446443841767789110, 1782436869.819894, 1, 6, 4555935658100310
1782436869.820723, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555935658829511
1782436869.869589, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555935707673772
1782436869.869712, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555935707788556
1782436869.910667, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555935748754189
1782436869.911247, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 311198979374437556970446443841767789110, 1782436869.819894, 1, 6, 4555935749342829
1782436869.911981, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 121367349470257837946074839835721137742, 1782436869.911840, 1, 7, 4555935750056910
