1784007185.753987, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 99055119961208
1784007185.754182, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 99055120062666
1784007185.754467, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 99055120347833
1784007185.754490, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 99055120369125
1784007186.163169, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 99055529058333
1784007186.163231, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 99055529110833
1784007186.163626, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 4178201216723624693526753389346088543, 1784007186.163599, 1, 1, 99055529506916
1784007186.163704, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99055529583875
1784007186.210518, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99055576403000
1784007186.210565, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99055576443000
1784007186.625980, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99055991865333
1784007186.626031, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 4178201216723624693526753389346088543, 1784007186.163599, 1, 1, 99055991906916
1784007186.626192, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 144898052204595988603834832213270961567, 1784007186.626173, 1, 2, 99055992065250
1784007186.626254, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99055992126958
1784007186.667768, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99056033647666
1784007186.667819, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99056033692958
1784007186.757188, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99056123071041
1784007186.757243, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 144898052204595988603834832213270961567, 1784007186.626173, 1, 2, 99056123117708
1784007186.757416, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 329104700568960256511945708868210688714, 1784007186.757390, 1, 3, 99056123289500
1784007186.757484, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99056123356833
1784007186.793941, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99056159820708
1784007186.793990, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99056159862708
1784007186.883209, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99056249089375
1784007186.883260, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 329104700568960256511945708868210688714, 1784007186.757390, 1, 3, 99056249134000
1784007186.883442, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 265114974633876384491622831402304303111, 1784007186.883417, 1, 4, 99056249313041
1784007186.883515, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99056249386791
1784007186.921269, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99056287147458
1784007186.921318, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99056287190208
1784007187.010438, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99056376319791
1784007187.010498, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 265114974633876384491622831402304303111, 1784007186.883417, 1, 4, 99056376371166
1784007187.010682, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 228164074109485079753362651561434721980, 1784007187.010657, 1, 5, 99056376553000
1784007187.010777, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99056376646750
1784007187.051605, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99056417482166
1784007187.051656, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99056417527000
1784007187.141584, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99056507464083
1784007187.141640, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 228164074109485079753362651561434721980, 1784007187.010657, 1, 5, 99056507510958
1784007187.141825, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 150450923538596825792301930048964488967, 1784007187.141799, 1, 6, 99056507694041
1784007187.141900, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99056507768083
1784007187.185012, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99056550889583
1784007187.185068, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99056550936958
1784007187.274458, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99056640335000
1784007187.274511, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 150450923538596825792301930048964488967, 1784007187.141799, 1, 6, 99056640381166
1784007187.274696, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 333999546371078711337605712347085061316, 1784007187.274669, 1, 7, 99056640563958
1784007187.274768, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99056640636416
1784007187.325365, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99056691239833
1784007187.325415, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99056691282916
1784007187.421037, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99056786914125
1784007187.421093, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 333999546371078711337605712347085061316, 1784007187.274669, 1, 7, 99056786962750
1784007187.421279, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 37799628398866611735196802272349064563, 1784007187.421254, 1, 8, 99056787146291
1784007187.421370, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99056787236875
1784007187.455391, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99056821267333
1784007187.455475, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99056821342583
