1783994478.704518, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 86348139034583
1783994478.704699, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 86348139132291
1783994478.704967, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 86348139399958
1783994478.705020, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 86348139453125
1783994479.161393, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 86348595844750
1783994479.161472, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 86348595913625
1783994479.162434, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 189975674186777814887280144885178834840, 1783994479.162235, 1, 1, 86348596876416
1783994479.163757, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 86348598196541
1783994479.204657, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 86348639103541
1783994479.204867, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 86348639308416
1783994479.609101, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 86349043559666
1783994479.609687, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 189975674186777814887280144885178834840, 1783994479.162235, 1, 1, 86349044133750
1783994479.611090, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 273609213734832822415603293691575737141, 1783994479.610750, 1, 2, 86349045539583
1783994479.612323, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 86349046769625
1783994479.648261, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 86349082712750
1783994479.648715, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 86349083160958
1783994479.740672, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 273609213734832822415603293691575737141, 1783994479.610750, 1, 2, 86349175132916
1783994479.740753, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 86349175200750
1783994479.742496, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 260130869008957967784070199204176231169, 1783994479.742113, 1, 3, 86349176944250
1783994479.743658, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 86349178107625
1783994479.832674, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 86349267132791
1783994479.832995, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 86349267444458
1783994479.927931, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 86349362388500
1783994479.927992, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 260130869008957967784070199204176231169, 1783994479.742113, 1, 3, 86349362442041
1783994479.929469, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 278062621332064031009180476751687195562, 1783994479.929338, 1, 4, 86349363922333
1783994479.930464, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 86349364913500
1783994479.968922, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 86349403380166
1783994479.969432, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 86349403886750
1783994480.060409, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 86349494875791
1783994480.060999, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 278062621332064031009180476751687195562, 1783994479.929338, 1, 4, 86349495457125
1783994480.062722, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 199809416014344553040559742366115225141, 1783994480.062391, 1, 5, 86349497175208
1783994480.063758, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 86349498214166
1783994480.099823, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 86349534282833
1783994480.100403, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 86349534855125
1783994480.191046, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 86349625511916
