1783997812.404292, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 89681831410083
1783997812.404462, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 89681831496666
1783997812.404722, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 89681831755875
1783997812.404745, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 89681831777625
1783997812.804064, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 89682231113833
1783997812.804148, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 89682231187083
1783997812.804553, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 210160590937027009789556591151411417815, 1783997812.804524, 1, 1, 89682231592875
1783997812.804640, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 89682231679083
1783997812.849647, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 89682276693916
1783997812.849710, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 89682276748125
1783997813.270194, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 89682697245416
1783997813.270254, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 210160590937027009789556591151411417815, 1783997812.804524, 1, 1, 89682697295250
1783997813.270446, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 24251827272999911016046505857150544908, 1783997813.270423, 1, 2, 89682697487875
1783997813.270516, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 89682697553416
1783997813.307335, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 89682734382416
1783997813.307398, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 89682734437583
1783997813.397103, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 89682824154333
1783997813.397161, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 24251827272999911016046505857150544908, 1783997813.270423, 1, 2, 89682824202291
1783997813.397341, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 263389334627424400863255773487296372089, 1783997813.397313, 1, 3, 89682824380208
1783997813.397411, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 89682824449666
1783997813.433185, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 89682860233041
1783997813.433242, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 89682860282291
1783997813.522602, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 89682949656333
1783997813.522666, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 263389334627424400863255773487296372089, 1783997813.397313, 1, 3, 89682949709250
1783997813.522873, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 271421961290852157652517136232664945570, 1783997813.522847, 1, 4, 89682949913250
