1784003787.729385, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 95657147603541
1784003787.729579, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 95657147708291
1784003787.729851, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 95657147980750
1784003787.729876, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 95657148003458
1784003788.190774, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 95657608915791
1784003788.190864, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 95657608995833
1784003788.191972, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 228873267699035536018848902912000563755, 1784003788.191558, 1, 1, 95657610104041
1784003788.192631, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 95657610760916
1784003788.244926, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 95657663063250
1784003788.245118, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 95657663248041
1784003788.707291, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 95658125437375
1784003788.707522, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 228873267699035536018848902912000563755, 1784003788.191558, 1, 1, 95658125650708
1784003788.708185, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 214253553505543365875795522202193010760, 1784003788.708075, 1, 2, 95658126313458
1784003788.708645, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 95658126772000
1784003788.742241, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 95658160376375
1784003788.742548, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 95658160675041
1784003788.836755, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 95658254890708
1784003788.837336, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 214253553505543365875795522202193010760, 1784003788.708075, 1, 2, 95658255465541
1784003788.838941, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 268949801779032293789948333087060627532, 1784003788.838470, 1, 3, 95658257069541
1784003788.840787, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 95658258917166
1784003788.885501, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 95658303635208
1784003788.885783, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 95658303911541
1784003788.986769, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 95658404905291
1784003788.987318, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 268949801779032293789948333087060627532, 1784003788.838470, 1, 3, 95658405452041
1784003788.988122, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 235376924757793213809040753126889283174, 1784003788.987986, 1, 4, 95658406254083
1784003788.988846, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 95658406974000
1784003789.023471, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 95658441603416
1784003789.023556, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 95658441684125
1784003789.114680, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 95658532815125
1784003789.115183, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 235376924757793213809040753126889283174, 1784003788.987986, 1, 4, 95658533310291
1784003789.116269, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 226103737058798050096517031702091267947, 1784003789.116159, 1, 5, 95658534395916
1784003789.118801, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 95658536929291
1784003789.153869, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 95658572001750
1784003789.154045, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 95658572172041
1784003789.244916, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 95658663052458
1784003789.245243, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 226103737058798050096517031702091267947, 1784003789.116159, 1, 5, 95658663370666
1784003789.245910, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 202380208421592491044017330703566910678, 1784003789.245810, 1, 6, 95658664037083
1784003789.246426, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 95658664551916
1784003789.279703, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 95658697834083
1784003789.279874, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 95658698001125
1784003789.372280, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 95658790414583
1784003789.372841, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 202380208421592491044017330703566910678, 1784003789.245810, 1, 6, 95658790972041
1784003789.374730, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 64107109684533179048825887374741390717, 1784003789.374502, 1, 7, 95658792860041
1784003789.376190, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 95658794317500
1784003789.412437, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 95658830569875
1784003789.412631, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 95658830757416
1784003789.503658, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 95658921794041
1784003789.504002, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 64107109684533179048825887374741390717, 1784003789.374502, 1, 7, 95658922128250
1784003789.504700, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 285392030587545462961381537097161564051, 1784003789.504557, 1, 8, 95658922828125
1784003789.505206, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 95658923333708
