1782436958.002743, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 4556023840933282
1782436958.002966, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 4556023841028322
1782436958.003802, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 4556023841864114
1782436958.003822, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 4556023841882322
1782436958.487862, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 4556024325946817
1782436958.487956, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 4556024326023905
1782436958.490442, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 267167053742906786205920015428434576282, 1782436958.490040, 1, 1, 4556024328523698
1782436958.492280, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4556024330348499
1782436958.539640, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4556024377723364
1782436958.539741, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4556024377818340
1782436958.969868, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4556024807948207
1782436958.970803, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 267167053742906786205920015428434576282, 1782436958.490040, 1, 1, 4556024808889360
1782436958.972761, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 39155366488833157573623448899987522137, 1782436958.972525, 1, 2, 4556024810841233
1782436958.974762, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4556024812841153
1782436959.027007, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4556024865092804
1782436959.027157, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4556024865225220
1782436959.068388, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4556024906465443
1782436959.069630, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 39155366488833157573623448899987522137, 1782436958.972525, 1, 2, 4556024907717828
1782436959.071414, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 329068635488152876444397567577656759332, 1782436959.071198, 1, 3, 4556024909489044
1782436959.073072, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4556024911153013
1782436959.124372, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4556024962454999
1782436959.125243, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4556024963311768
1782436959.198284, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4556025036358114
1782436959.199000, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 329068635488152876444397567577656759332, 1782436959.071198, 1, 3, 4556025037083106
1782436959.200683, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 335999386525156269759933972846085551926, 1782436959.200462, 1, 4, 4556025038762035
1782436959.202237, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4556025040315027
