1784003637.619240, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 95507038286916
1784003637.619517, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 95507038431541
1784003637.619899, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 95507038815875
1784003637.619941, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 95507038853875
1784003638.058819, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 95507477733958
1784003638.058892, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 95507477796375
1784003638.059324, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 202708135388537182632275544082166456496, 1784003638.059298, 1, 1, 95507478229083
1784003638.059403, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 95507478304458
1784003638.106843, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 95507525754166
1784003638.106896, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 95507525798250
1784003638.579210, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 95507998109416
1784003638.579265, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 202708135388537182632275544082166456496, 1784003638.059298, 1, 1, 95507998155583
1784003638.579438, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 97109966698960525577668200531403998302, 1784003638.579416, 1, 2, 95507998326833
1784003638.579511, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 95507998399083
1784003638.611037, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 95508029934500
1784003638.611096, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 95508029984458
1784003638.704074, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 95508122972041
1784003638.704137, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 97109966698960525577668200531403998302, 1784003638.579416, 1, 2, 95508123024708
