1784005805.042299, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 97674414265500
1784005805.042508, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 97674414376958
1784005805.042758, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 97674414628541
1784005805.042794, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 97674414660958
1784005805.497818, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 97674869695166
1784005805.497905, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 97674869771625
1784005805.498927, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 276262262254103205262671427033884946387, 1784005805.498741, 1, 1, 97674870793541
1784005805.499578, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 97674871441875
1784005805.544257, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 97674916127708
1784005805.544444, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 97674916311125
1784005805.973142, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 97675345009416
1784005805.973336, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 276262262254103205262671427033884946387, 1784005805.498741, 1, 1, 97675345196083
1784005805.973947, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 247773998742087810232772628537380673929, 1784005805.973869, 1, 2, 97675345805833
1784005805.974415, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 97675346273875
1784005806.004309, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 97675376172500
1784005806.004565, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 97675376423583
1784005806.094855, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 97675466720875
1784005806.095036, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 247773998742087810232772628537380673929, 1784005805.973869, 1, 2, 97675466894666
1784005806.095827, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 138528926927785556708072875193473093105, 1784005806.095697, 1, 3, 97675467686208
1784005806.096249, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 97675468106375
1784005806.133051, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 97675504913083
1784005806.133228, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 97675505084833
1784005806.223150, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 97675595013791
1784005806.223384, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 138528926927785556708072875193473093105, 1784005806.095697, 1, 3, 97675595240083
1784005806.224022, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 60936573562458805788780507758848966088, 1784005806.223915, 1, 4, 97675595883041
1784005806.224467, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 97675596322083
1784005806.256948, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 97675628808875
1784005806.257027, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 97675628883250
1784005806.347469, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 97675719332125
1784005806.347570, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 60936573562458805788780507758848966088, 1784005806.223915, 1, 4, 97675719426541
1784005806.348574, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 95187503696638794490974972464503834882, 1784005806.348441, 1, 5, 97675720430500
1784005806.349032, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 97675720887125
1784005806.383607, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 97675755465666
1784005806.383674, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 97675755527875
1784005806.473882, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 97675845742041
1784005806.474086, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 95187503696638794490974972464503834882, 1784005806.348441, 1, 5, 97675845938750
1784005806.474728, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 225070009755788763015612541498011917707, 1784005806.474635, 1, 6, 97675846581333
