1782436007.873004, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 4555073711201721
1782436007.873237, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 4555073711299561
1782436007.874463, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 4555073712526796
1782436007.874485, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 4555073712545244
1782436008.284973, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 4555074123056406
1782436008.285061, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 4555074123128486
1782436008.286382, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 313193938100129639163220919478625854640, 1782436008.286218, 1, 1, 4555074124472281
1782436008.286709, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555074124780393
1782436008.316957, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555074155050079
1782436008.317070, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555074155140783
1782436008.736198, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555074574287852
1782436008.736861, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 313193938100129639163220919478625854640, 1782436008.286218, 1, 1, 4555074574957069
1782436008.737441, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 298351548387068091557202978015467263796, 1782436008.737321, 1, 2, 4555074575516975
1782436008.737712, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555074575786207
1782436008.790795, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555074628890840
1782436008.791037, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555074629125449
1782436008.829425, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555074667507057
1782436008.830046, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 298351548387068091557202978015467263796, 1782436008.737321, 1, 2, 4555074668149634
1782436008.830648, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 144540484523462723099002225774980546284, 1782436008.830518, 1, 3, 4555074668724979
1782436008.830935, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555074669024388
