1784007332.648444, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 99202013077041
1784007332.648635, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 99202013176416
1784007332.648881, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 99202013421416
1784007332.649167, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 99202013709000
1784007333.107338, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 99202471887208
1784007333.107416, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 99202471955958
1784007333.108386, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 196691323187764120134884601947888762008, 1784007333.108208, 1, 1, 99202472926791
1784007333.109031, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99202473569000
1784007333.151226, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99202515769833
1784007333.151304, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99202515842041
1784007333.585797, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99202950338250
1784007333.585986, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 196691323187764120134884601947888762008, 1784007333.108208, 1, 1, 99202950520958
1784007333.586627, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 73912978995316878315511683893663450720, 1784007333.586549, 1, 2, 99202951160750
1784007333.587064, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99202951596958
1784007333.623753, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99202988291625
1784007333.623830, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99202988363750
1784007333.714039, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99203078582125
1784007333.714357, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 73912978995316878315511683893663450720, 1784007333.586549, 1, 2, 99203078889875
1784007333.715002, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 101533347827040829265838265657885844036, 1784007333.714873, 1, 3, 99203079535541
1784007333.715447, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99203079980833
1784007333.750742, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99203115278625
1784007333.750918, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99203115450625
1784007333.841223, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99203205761500
1784007333.841448, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 101533347827040829265838265657885844036, 1784007333.714873, 1, 3, 99203205978125
1784007333.842078, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 250736131367962079464825945398128794604, 1784007333.841979, 1, 4, 99203206610083
1784007333.842533, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99203207063583
1784007333.873836, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99203238374083
1784007333.873914, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99203238444833
1784007333.964335, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99203328883041
1784007333.964747, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 250736131367962079464825945398128794604, 1784007333.841979, 1, 4, 99203329277625
1784007333.965476, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 178685664646066657495059733645298417314, 1784007333.965332, 1, 5, 99203330009583
1784007333.965964, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99203330495208
1784007334.000274, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99203364808750
1784007334.000452, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99203364981916
1784007334.090550, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99203455087416
1784007334.090771, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 178685664646066657495059733645298417314, 1784007333.965332, 1, 5, 99203455307958
1784007334.091403, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 151634487822277695315899428748426154227, 1784007334.091293, 1, 6, 99203455933916
1784007334.091860, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99203456392333
1784007334.125477, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99203490010958
1784007334.125652, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99203490180375
1784007334.216041, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99203580580791
1784007334.216152, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 151634487822277695315899428748426154227, 1784007334.091293, 1, 6, 99203580684666
1784007334.217105, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 213886298207417690361234494153914023122, 1784007334.216974, 1, 7, 99203581635500
1784007334.217559, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99203582087958
1784007334.254294, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99203618826708
1784007334.254483, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99203619010625
1784007334.344168, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99203708702333
1784007334.344349, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 213886298207417690361234494153914023122, 1784007334.216974, 1, 7, 99203708876583
1784007334.345119, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 320033745459536698804798387225045312172, 1784007334.345022, 1, 8, 99203709647750
1784007334.345597, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99203710123125
1784007334.378062, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99203742596500
1784007334.378241, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99203742767250
1784007334.468478, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99203833012541
1784007334.468803, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 320033745459536698804798387225045312172, 1784007334.345022, 1, 8, 99203833329875
1784007334.469623, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 209041273776730725903760665965281538032, 1784007334.469476, 1, 9, 99203834151750
1784007334.470094, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99203834620166
1784007334.506528, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99203871058333
1784007334.506784, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99203871314916
1784007334.597290, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99203961821916
1784007334.597490, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 209041273776730725903760665965281538032, 1784007334.469476, 1, 9, 99203962014333
1784007334.598136, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 238574140907304289577483445279222145466, 1784007334.598006, 1, 10, 99203962661541
1784007334.598549, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99203963073083
1784007334.632661, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99203997193250
1784007334.632746, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99203997270416
1784007334.723090, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99204087621416
1784007334.723416, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 238574140907304289577483445279222145466, 1784007334.598006, 1, 10, 99204087939541
1784007334.724121, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 239562895405198846522023816062986244839, 1784007334.723974, 1, 11, 99204088646625
1784007334.724565, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99204089089250
1784007334.765663, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99204130190708
1784007334.765843, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99204130366333
1784007334.855714, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99204220243875
1784007334.855931, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 239562895405198846522023816062986244839, 1784007334.723974, 1, 11, 99204220452000
1784007334.856525, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 331163043616620653417100144161492929288, 1784007334.856435, 1, 12, 99204221047250
1784007334.856979, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 99204221500291
1784007334.891666, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 99204256196750
1784007334.891889, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 99204256412208
1784007334.982447, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 99204346981250
