1782436384.227504, EfficientNetv2 S Imagenette training, pipeline, prepare, start, 4555450065705962
1782436384.227738, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, start, 4555450065801034
1782436384.228635, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, prepare, end, 4555450066697403
1782436384.228657, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, start, 4555450066717563
1782436384.726292, EfficientNetv2 S Imagenette training, EfficientNet training, prepare, end, 4555450564376605
1782436384.726384, EfficientNetv2 S Imagenette training, pipeline, prepare, end, 4555450564450733
1782436384.728609, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 205024898163914913455807856222708092603, 1782436384.728364, 1, 1, 4555450566693264
1782436384.730446, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555450568512530
1782436384.759468, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555450597546562
1782436384.760430, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555450598515379
1782436385.209351, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555451047428671
1782436385.210514, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 205024898163914913455807856222708092603, 1782436384.728364, 1, 1, 4555451048600224
1782436385.212545, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 335180274894799325893624676998246502296, 1782436385.211917, 1, 2, 4555451050640515
1782436385.213897, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555451051968916
1782436385.252316, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555451090395982
1782436385.252795, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555451090864223
1782436385.291926, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555451130016074
1782436385.292708, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 335180274894799325893624676998246502296, 1782436385.211917, 1, 2, 4555451130781419
1782436385.294579, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 274837010972796880946300588706291389291, 1782436385.294318, 1, 3, 4555451132654541
1782436385.295941, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555451134024014
1782436385.346327, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555451184413829
1782436385.346886, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555451184961510
1782436385.457255, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555451295337007
1782436385.457833, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 274837010972796880946300588706291389291, 1782436385.294318, 1, 3, 4555451295909455
1782436385.459522, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 276681842262365061179029252075816806124, 1782436385.459348, 1, 4, 4555451297600593
1782436385.461357, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555451299430739
1782436385.501910, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555451339994736
1782436385.502463, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555451340540832
1782436385.551448, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555451389526854
1782436385.552286, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 276681842262365061179029252075816806124, 1782436385.459348, 1, 4, 4555451390363143
1782436385.554213, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 119219952253935720366339496752702763607, 1782436385.554024, 1, 5, 4555451392291145
1782436385.555829, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555451393902587
1782436385.597675, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555451435762169
1782436385.598247, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555451436322441
1782436385.704489, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555451542574814
1782436385.705454, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 119219952253935720366339496752702763607, 1782436385.554024, 1, 5, 4555451543533583
1782436385.707312, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 314740563674942668630997313581861090841, 1782436385.707132, 1, 6, 4555451545395233
1782436385.709176, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555451547252739
1782436385.753456, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555451591541219
1782436385.754046, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555451592121028
1782436385.803156, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555451641235450
1782436385.803882, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 314740563674942668630997313581861090841, 1782436385.707132, 1, 6, 4555451641958571
1782436385.806274, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 15844877101463811015676195646861302474, 1782436385.806089, 1, 7, 4555451644354749
1782436385.807920, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555451645994415
1782436385.866133, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555451704221503
1782436385.866381, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555451704460271
1782436385.955800, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555451793873601
1782436385.956603, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 15844877101463811015676195646861302474, 1782436385.806089, 1, 7, 4555451794688530
1782436385.958504, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 84439255466351606092671740820708503738, 1782436385.958304, 1, 8, 4555451796584100
1782436385.960256, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555451798326150
1782436385.989423, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555451827499622
1782436385.990026, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555451828099606
1782436386.030368, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555451868434467
1782436386.031768, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 84439255466351606092671740820708503738, 1782436385.958304, 1, 8, 4555451869860356
1782436386.033698, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 53864785120939926468826782955356121133, 1782436386.033534, 1, 9, 4555451871775158
1782436386.035047, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555451873112888
1782436386.058658, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555451896734353
1782436386.059346, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555451897420434
1782436386.099970, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555451938044975
1782436386.101179, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 53864785120939926468826782955356121133, 1782436386.033534, 1, 9, 4555451939263744
1782436386.102859, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 285973919295417144840078132657081938049, 1782436386.102688, 1, 10, 4555451940935362
1782436386.104168, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555451942234355
1782436386.131553, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555451969629457
1782436386.131872, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555451969949809
1782436386.172021, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555452010090029
1782436386.173854, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 285973919295417144840078132657081938049, 1782436386.102688, 1, 10, 4555452011937103
1782436386.177436, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 72441288997647851475163513316451718721, 1782436386.177077, 1, 11, 4555452015517955
1782436386.184344, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555452022413563
1782436386.252433, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555452090504261
1782436386.252813, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555452090881734
1782436386.292713, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555452130780241
1782436386.294114, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 72441288997647851475163513316451718721, 1782436386.177077, 1, 11, 4555452132203539
1782436386.296676, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 290902203983233971474779987684845759474, 1782436386.295995, 1, 12, 4555452134794534
1782436386.298406, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555452136476696
1782436386.352587, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555452190665347
1782436386.352922, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555452190991459
1782436386.394310, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555452232379953
1782436386.394927, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 290902203983233971474779987684845759474, 1782436386.295995, 1, 12, 4555452233025185
1782436386.398238, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 83515818014681337434409089023353931647, 1782436386.397738, 1, 13, 4555452236340389
1782436386.400104, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555452238185079
1782436386.423032, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555452261101280
1782436386.423579, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555452261647840
1782436386.464103, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555452302172941
1782436386.465445, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 83515818014681337434409089023353931647, 1782436386.397738, 1, 13, 4555452303529294
1782436386.470336, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 18315159416737512055092819770909626220, 1782436386.469521, 1, 14, 4555452308416244
1782436386.475606, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555452313678777
1782436386.549314, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555452387388378
1782436386.550286, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555452388372011
1782436386.601061, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555452439141986
1782436386.601806, EfficientNetv2 S Imagenette training, pipeline - train, run, end, 18315159416737512055092819770909626220, 1782436386.469521, 1, 14, 4555452439883059
1782436386.603271, EfficientNetv2 S Imagenette training, pipeline - train, run, start, 205294302782800081991944162391722603196, 1782436386.603151, 1, 15, 4555452441350997
1782436386.604875, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, start, 4555452442949399
1782436386.642804, EfficientNetv2 S Imagenette training, Load Imagenette samples from TorchVision Dataset, run, end, 4555452480886480
1782436386.643357, EfficientNetv2 S Imagenette training, EfficientNet training, run, start, 4555452481436897
1782436386.692555, EfficientNetv2 S Imagenette training, EfficientNet training, run, end, 4555452530637527
